Date,LTP,Change,High,Low,Open,Quantity,Turnover
2024-04-22,228.20,-0.78,234.00,228.10,230.10,"9,143","2,115,000.10"
2024-04-24,226.70,-0.66,232.50,226.10,226.10,"8,675","1,981,935.60"
2024-04-25,226.00,-0.31,231.00,225.10,225.10,"23,798","5,391,715.30"
2024-04-28,228.00,0.88,231.40,226.00,226.00,"14,113","3,221,663.20"
2024-04-29,227.00,-0.44,231.40,226.00,226.00,"25,580","5,875,595.10"
2024-04-30,233.90,3.04,240.00,225.50,225.50,"44,267","10,261,515.80"
2024-05-02,232.90,-0.43,240.00,230.10,234.00,"11,062","2,591,501.80"
2024-05-05,226.00,-2.96,232.00,226.00,228.50,"23,543","5,367,931.10"
2024-05-06,227.00,0.44,228.00,224.50,226.00,"29,167","6,597,744.50"
2024-05-07,226.00,-0.44,228.00,224.40,228.00,"12,281","2,770,016.70"
2024-05-08,226.00,0,230.50,223.20,225.00,"13,670","3,098,566.30"
2024-05-09,229.90,1.73,231.00,225.10,229.00,"30,741","7,040,901.80"
2024-05-12,228.00,-0.83,234.00,226.10,227.00,"15,312","3,498,424.30"
2024-05-13,227.90,-0.04,232.50,226.00,232.50,"10,593","2,412,991.00"
2024-05-14,236.00,3.55,239.60,229.10,232.40,"44,900","10,551,673.70"
2024-05-15,235.00,-0.42,245.00,231.00,240.70,"22,447","5,366,937.40"
2024-05-16,232.00,-1.28,239.40,230.30,230.30,"30,242","7,094,756.80"
2024-05-19,238.00,2.59,240.90,233.00,236.60,"26,929","6,384,759.90"
2024-05-20,241.50,1.47,246.00,238.20,242.60,"54,708","13,190,358.90"
2024-05-21,245.00,1.45,247.80,238.30,243.10,"52,546","12,823,408.70"
2024-05-22,245.00,0,249.00,240.60,249.00,"28,411","6,966,397.30"
2024-05-26,239.00,-2.45,247.00,235.30,246.00,"27,489","6,626,787.60"
2024-05-27,239.00,0,243.00,236.10,240.00,"19,663","4,703,156.60"
2024-05-29,232.00,-2.93,248.50,232.00,243.70,"31,361","7,425,999.10"
2024-05-30,231.00,-0.43,237.90,230.00,235.00,"24,668","5,752,649.40"
2024-06-02,231.00,0,238.00,229.00,235.60,"50,693","11,733,573.20"
2024-06-03,231.90,0.39,235.60,230.10,230.10,"18,255","4,242,270.10"
2024-06-04,232.00,0.04,235.00,229.10,229.10,"17,999","4,172,182.30"
2024-06-05,229.90,-0.91,233.00,228.50,229.00,"19,638","4,515,089.90"
2024-06-06,229.00,-0.39,233.00,227.10,233.00,"27,475","6,315,352.60"
2024-06-09,229.90,0.39,232.00,227.00,231.00,"32,837","7,508,232.70"
2024-06-10,239.90,4.35,247.90,229.90,229.90,"81,854","19,518,567.80"
2024-06-11,254.00,5.88,261.90,240.00,240.00,"173,169","43,814,490.20"
2024-06-12,254.00,0,262.50,249.90,250.00,"110,024","28,071,509.00"
2024-06-13,265.00,4.33,270.00,250.90,254.00,"191,220","50,274,125.20"
2024-06-16,270.00,1.89,279.00,261.20,270.30,"267,597","72,935,505.20"
2024-06-18,262.00,-2.96,272.00,261.00,270.10,"155,591","41,434,785.60"
2024-06-19,268.90,2.63,276.00,262.00,262.00,"186,801","50,245,438.40"
2024-06-20,265.40,-1.3,272.00,264.00,272.00,"61,185","16,283,771.10"
2024-06-23,258.10,-2.75,267.00,257.00,267.00,"86,669","22,607,966.10"
2024-06-24,255.00,-1.2,266.00,254.80,256.10,"91,037","23,610,396.90"
2024-06-25,258.20,1.25,263.20,251.10,253.40,"73,956","19,184,212.30"
2024-06-26,253.70,-1.74,263.00,253.70,263.00,"40,001","10,298,254.80"
2024-06-27,254.60,0.35,258.00,249.10,256.00,"34,750","8,769,328.00"
2024-06-30,246.00,-3.38,252.00,246.00,251.10,"22,886","5,703,567.80"
2024-07-01,253.00,2.85,257.00,246.00,246.10,"52,716","13,205,145.50"
2024-07-02,256.30,1.3,270.00,253.10,258.00,"76,250","19,801,882.80"
2024-07-03,254.90,-0.55,257.00,252.00,254.00,"26,219","6,644,781.50"
