Date,LTP,Change,High,Low,Open,Quantity,Turnover
2024-04-18,497.00,0,505.00,494.00,498.90,"7,434","3,683,859.50"
2024-04-21,506.00,1.81,508.00,499.50,505.00,"18,528","9,288,856.20"
2024-04-22,504.90,-0.22,509.80,503.00,504.10,"16,174","8,172,307.50"
2024-04-24,505.90,0.2,506.00,501.10,501.10,"13,536","6,827,875.00"
2024-04-25,505.00,-0.18,505.90,500.00,505.90,"10,713","5,378,058.40"
2024-04-28,505.00,0,506.00,498.20,505.00,"30,043","15,115,216.20"
2024-04-29,505.00,0,506.00,502.20,505.00,"14,002","7,066,278.80"
2024-04-30,509.00,0.79,515.10,505.00,515.10,"15,772","8,022,171.00"
2024-05-02,505.40,-0.71,519.10,504.10,519.10,"19,183","9,738,021.60"
2024-05-05,500.00,-1.07,508.00,500.00,505.00,"22,588","11,322,451.10"
2024-05-06,497.90,-0.42,503.00,492.10,503.00,"28,543","14,203,210.90"
2024-05-07,499.60,0.34,500.00,496.00,500.00,"20,651","10,272,531.70"
2024-05-08,502.00,0.48,505.00,496.00,498.00,"9,557","4,766,222.40"
2024-05-09,499.00,-0.6,499.50,495.10,495.10,"13,206","6,570,079.50"
2024-05-12,500.00,0.2,503.00,494.00,501.00,"33,282","16,530,723.20"
2024-05-13,509.90,1.98,512.00,500.00,502.00,"29,128","14,808,771.30"
2024-05-14,511.00,0.22,519.80,508.00,519.80,"23,270","11,884,748.40"
2024-05-15,510.00,-0.2,521.00,507.00,521.00,"17,063","8,718,329.00"
2024-05-16,512.00,0.39,512.00,502.50,505.00,"21,450","10,878,659.80"
2024-05-19,517.00,0.98,523.00,509.00,522.20,"52,012","26,946,255.40"
2024-05-20,532.00,2.9,544.00,522.00,527.00,"103,898","55,441,818.00"
2024-05-21,541.90,1.86,542.00,532.00,542.00,"63,560","34,103,675.70"
2024-05-22,550.90,1.66,559.00,537.30,542.00,"131,084","72,088,351.40"
2024-05-26,546.90,-0.73,556.00,541.20,555.00,"70,491","38,381,831.10"
2024-05-27,540.00,-1.26,550.00,538.50,550.00,"53,168","28,872,317.10"
2024-05-29,529.00,-2.04,549.90,528.30,549.90,"37,485","20,042,888.50"
2024-05-30,523.00,-1.13,530.00,522.00,530.00,"30,166","15,847,861.50"
2024-06-02,526.70,0.71,528.00,520.00,523.00,"16,905","8,878,713.50"
2024-06-03,527.80,0.21,528.00,522.20,526.70,"12,259","6,432,326.00"
2024-06-04,530.50,0.51,530.50,524.30,527.80,"31,818","16,815,785.20"
2024-06-05,528.90,-0.3,531.00,520.00,520.00,"17,664","9,316,968.80"
2024-06-06,528.00,-0.17,528.10,521.20,528.10,"27,100","14,214,538.10"
2024-06-09,527.00,-0.19,538.50,525.00,538.50,"25,534","13,439,352.50"
2024-06-10,529.30,0.44,537.50,520.00,537.50,"30,420","15,997,255.00"
2024-06-11,531.00,0.32,539.80,525.10,539.80,"25,098","13,273,245.00"
2024-06-12,534.90,0.73,540.00,532.00,535.00,"21,639","11,560,724.50"
2024-06-13,533.00,-0.36,534.00,530.60,534.00,"16,504","8,773,604.90"
2024-06-16,530.00,-0.56,532.90,526.10,532.90,"18,004","9,529,925.00"
2024-06-18,531.70,0.32,532.00,525.00,527.00,"11,520","6,077,191.10"
2024-06-19,528.90,-0.53,530.00,525.00,530.00,"21,637","11,400,438.40"
2024-06-20,528.00,-0.17,539.40,526.00,539.40,"15,835","8,352,031.00"
2024-06-23,521.90,-1.16,529.00,521.20,529.00,"28,362","14,851,906.10"
2024-06-24,522.90,0.19,528.00,520.10,528.00,"22,845","11,935,178.70"
2024-06-25,526.00,0.59,528.50,520.60,520.60,"9,844","5,151,778.90"
2024-06-26,524.00,-0.38,529.00,520.00,526.00,"25,334","13,234,113.50"
2024-06-27,520.90,-0.59,523.00,518.10,523.00,"11,467","5,962,863.40"
2024-06-30,518.00,-0.56,519.00,517.10,519.00,"15,540","8,043,607.20"
2024-07-01,519.00,0.19,519.00,511.00,518.00,"15,298","7,893,793.30"
2024-07-02,537.00,3.47,570.00,529.00,529.00,"34,288","18,309,805.10"
2024-07-03,538.00,0.19,538.00,526.40,530.00,"23,887","12,769,048.10"
2024-07-04,542.00,0.74,544.20,536.00,540.00,"44,284","23,951,723.80"
2024-07-07,541.00,-0.18,545.00,538.20,542.00,"33,158","17,920,911.60"
2024-07-08,537.80,-0.59,542.00,535.50,542.00,"23,102","12,435,441.00"
2024-07-09,540.00,0.41,540.00,534.20,535.10,"16,393","8,816,785.40"
2024-07-10,548.00,1.48,548.70,540.00,540.10,"40,800","22,225,041.20"
2024-07-11,553.00,0.91,556.00,547.70,550.00,"83,055","45,801,283.80"
2024-07-14,568.00,2.71,575.00,558.20,564.00,"59,158","33,452,481.50"
2024-07-15,560.00,-1.41,575.00,552.00,569.00,"96,569","54,287,810.30"
2024-07-16,572.90,2.3,573.00,556.00,556.00,"44,666","25,398,862.30"
2024-07-17,587.20,2.5,590.00,571.00,575.00,"102,276","59,510,657.40"
2024-07-18,610.00,3.88,618.00,587.30,592.00,"162,266","98,190,875.60"
2024-07-21,614.80,0.79,621.00,598.00,610.00,"131,301","80,690,451.90"
2024-07-22,607.50,-1.19,617.00,600.00,615.40,"102,363","62,242,706.10"
2024-07-23,615.00,1.23,615.00,603.00,615.00,"133,980","81,629,736.70"
2024-07-24,610.00,-0.81,620.00,600.00,616.00,"216,469","131,673,903.00"
2024-07-25,616.90,1.13,619.00,600.10,619.00,"159,802","97,351,671.50"
2024-07-28,678.50,9.99,678.50,629.20,629.20,"368,776","247,003,455.10"
2024-07-29,664.00,-2.14,700.00,660.00,692.00,"332,829","222,965,607.50"
2024-07-30,665.00,0.15,670.00,650.00,668.00,"182,913","120,471,044.50"
2024-07-31,677.00,1.8,681.80,665.00,668.90,"228,076","153,996,608.80"
2024-08-01,670.10,-1.02,688.00,670.00,688.00,"278,830","187,664,028.40"
2024-08-05,687.90,2.66,707.00,683.00,683.50,"285,021","196,760,238.20"
2024-08-06,673.00,-2.17,700.50,670.00,690.00,"401,087","274,852,605.20"
2024-08-07,682.80,1.46,686.00,660.00,673.00,"268,169","181,566,795.00"
2024-08-08,682.00,-0.12,695.00,675.00,690.00,"125,871","85,903,143.10"
2024-08-11,692.50,1.54,695.00,679.00,690.00,"243,151","167,139,092.00"
2024-08-12,703.00,1.52,705.50,690.30,693.00,"232,675","162,896,768.00"
2024-08-13,703.00,0,714.90,698.00,705.00,"162,399","114,577,416.10"
2024-08-14,703.00,0,717.00,700.00,717.00,"152,919","107,467,289.50"
2024-08-15,713.60,1.51,720.00,700.00,717.00,"239,159","170,719,982.20"
2024-08-18,727.00,1.88,740.00,716.10,720.00,"399,125","292,158,791.60"
2024-08-21,770.00,5.91,778.50,725.00,725.00,"603,337","450,962,578.50"
2024-08-22,766.00,-0.52,790.00,762.20,778.00,"180,780","140,090,072.90"
2024-08-25,747.00,-2.48,767.00,737.00,766.00,"267,998","200,619,824.20"
2024-08-27,726.50,-2.74,761.90,725.00,761.90,"268,339","196,426,467.40"
2024-08-28,745.00,2.55,761.00,727.20,741.00,"292,685","218,535,182.90"
2024-08-29,740.00,-0.67,757.50,726.00,757.50,"135,538","99,595,680.10"
2024-09-01,727.00,-1.76,744.00,722.00,744.00,"148,373","108,266,631.10"
2024-09-02,744.60,2.42,745.00,712.50,712.50,"127,354","93,458,785.50"
2024-09-03,733.10,-1.54,755.00,732.00,749.00,"78,177","57,885,965.60"
2024-09-04,723.90,-1.25,747.70,719.40,747.70,"78,623","56,966,185.60"
2024-09-05,720.00,-0.54,728.00,712.00,724.00,"77,907","55,915,953.00"
2024-09-08,691.90,-3.9,720.00,690.10,720.00,"202,281","141,983,238.80"
2024-09-09,692.00,0.01,692.00,675.00,691.90,"117,152","79,741,354.60"
2024-09-10,684.50,-1.08,705.80,684.00,705.80,"78,940","54,618,643.70"
2024-09-11,681.00,-0.51,697.00,680.00,685.00,"51,121","35,119,076.50"
2024-09-12,705.00,3.52,709.00,678.00,678.00,"145,952","100,397,869.00"
2024-09-15,699.00,-0.85,720.00,697.10,719.10,"127,628","90,821,836.10"
2024-09-16,709.00,1.43,711.00,686.00,686.00,"158,207","111,143,004.60"
2024-09-18,703.00,-0.85,709.00,694.00,709.00,"83,610","58,756,400.60"
